author,text,label
@fannyfahrezal7020,berkat chanel ini saya semangat nabung buat rakit pc dan alhamdulillah jadi juga pc saya,positive
@alifzaidan807,nyesel gua beli jaket hrga rb mending rakit pc,negative
@rihano4383,logika logitech rligi religitech,positive
@dav_nath,bersyukur banget masih bisa beli xiaomi asli pas sekarang udah ada kw nya wkwkwkwk,positive
@cintagamers1711,charger canggih enteng sama kaya speaker bose enteng ringan tapi jual mahal,negative
@warsihafrieyantih9399,effort nya mantap bang david,positive
@firdamas,karena mereka berdua video ini akan menjadi view terbanyak di chanel ini,positive
@FaisalHawary,terimakasih bang edwin rasa kangen saya terobati,positive
@ihwansakbanrabani116,intinya kalau mau beli sesuatu tuh nabung dulu sabardan yang paling penting adalah nggak usah kejar gengsi,neutral
@repielek4919,gatau knp gw selalu suka opening lucu kudet tech wkwk,positive
@mamaubear,cuma org cina yang bisa menyatukan org ini di youtube lg yang satu om cina tituler yang satu lagi cina reviewer ahlakless keren saya jadi makin cinta cina kecuali xiaomi,positive
@trichardo7969,kekuatan orang chinese kekuatan orang chinese kekuatan orang chinese,positive
@enggar28,kakak dulu waktu sekolah ambil jurusan tkj kah,neutral
@daniekas6534,walah ku rakit pc jtan wae maen pb vlow seh nglag iki rb high no lag hadehhhh,neutral
@bayuchannel477,hbd paman coki semoga semua sukses,neutral
@muhammadfarkhan1257,opening yang sangat mantap wkwk,positive
@laaammmm,anjiiirrr finally bisa nonton duo bangsat ini lagiii terimakasih koh,positive
@thehans9583,mli is dead semenjak ga ada uncle coki,negative
@israfebrianto6136,sumpah baru kali ini nonton konten bang david ngakak bangett,positive
@sigitafendy3980,ini yang dicari cokmus is back,negative
@babyme1180,orang amerikaa cerdass sampe perusahaannnya mereka bisa lemparinn ampir rebu satelit di seluruh bumii klo di indo uda paham ginian pasti pada ributt tentang wilayahhh satelit di comot amerika tpi untungnya indo pasi sibukk debat kusirrr agama jadi bisa nikmatin starlinkkkkk hehhee,negative
@TaribunsTV,waaahh gilee memang ada juga hdc nya nih andro wkwkwk murah bngt tuh ma sejuta ram dan rom an wah bangettt,positive
@anggays4938,rekomendasi hp jtn dong bang yang buat spek jualan online kamera bagus ram besar,positive
@mas_hyudha,hoodie paman coki bagus dimana yaa belinya,positive
@derymarli9733,jadi ketawa sendiri pas david bilang hp gak ada harga diri intinya bodoh konsumen yang beli hp itu mending beli xiaomi a cuma juta walau a sudah ternama bekelas xiaomi,negative
@devanoakautsar596,next rakit pc jt lagi bang,neutral
@stkestn6788,baru semingguan pantengin channel ini gegara mau ganti monitor pc sangat informatif dan menambah wawasan seputar monitor semoga sehat selalu bang kutang,positive
@IlhamHussein,selain ada bang marcel ada bang dapit juga yang bikin kita ga ketipu di dunia mobile dll,positive
@indrasufriadi620,yg redmi mini led waduuuuh ngiler banget aku liatnyaa tolong bujuk sibadut la om utk resmikan ni monitor di indo beda harga dr cina gak masalah la tak beli juga,positive
@umidiansetyabudhi7169,buat yang awam mah udah bagus banget itu ampir beli wkt itu cm gak jd krn yakin gak mungkin hp bagus harga semurah itu tengkiu bang tmbah yakin dengan ada harga ada barang,positive
@zihadbadar13,di lazada banyak hp kw kaya gini bang dan ada pula yang beli kasian yang tertipu karena pengen hp bagus cuma kurang edukasi,negative
@ibnurama9661,cara merakit komputer tanpa casing gimana bang aq pengen tau gimana cara makek henset,neutral
@harryharry2525,uang itu gak bakal bohong biasanya tambah mahal tambah bagus kecuali kalau kena tipu,negative
@konten_gaboet1177,iklan shope hahaha,positive
@msar2222,mantab abg kutang ini yang saya tunggu,negative
@radhifka,bangke rb tidak bisa buat bayar ongkir wkwkwk,negative
@Prinz5,cemilan gw hbis dluan krna tambah renyah liat video ini roasting badut awoawkawoakw,positive
@aryaguehrs,logika logitech,positive
@listiantii94,iya memang ada harga ada kualitas makasih bang infonya,positive
@Marun-AI,gua support terus dah emang mi official sono suka bermasalah kesel gua kdg,negative
@lcranel8481,sudah kuduga hp nyitnyit kemarin abis beli hp itu karena penasaran aja liat speknya yang wow dan liat isinya,negative
@jjfauzi6524,kompotitor positive itu its  bagus  supaya bisa evaluasi di zona nyaman dan biar kabelnya ngga samraut juga,positive
@gonfreecx-om8nf,gak punya agama bikin teknologi canggih bermanfaat untuk dirinya dan manusia ada yang punya agama kerjaan nya jerit jerit udh gak bermanfaat darah tinggi pula life balance,negative
@DediHermawan_,gtid adalah coki muslim versi chanel gadget wkwkkkkk,neutral
@IbnuOfficial777,zenfone max pro m udah bener dah jtan tinggal pasang gcam,neutral
@catatanbasri,pas bang david bilang nggak ada harga dirinya saya langsung ngakak,negative
@zdxwu,dari sukusuku dia bangkeee wkwkwk,negative
@ginggirachmatsanjaya7384,cepet banget reuninya,positive
@pineaplehead5020,hbd paman coki,neutral
@devilstar282,bang rakitin pc yang rb bang,neutral
@hayuningjati,ini adalah receivernya ini receiver sinyal yang bakal kita hadapin ke langit buat menerima berkahberkah internet dari satelit gituu yaaa jadi pastiin kalau gadgetin,neutral
@metalslaz,jd chanel comedy bang duo pemuda tersesat,neutral
@comengenkz7703,apa setup wallpaper di monitornya bangkeren dahheee,neutral
@bangzen3924,selalu penasaran sama live hp di tiktok yang murah murah akhirnya ada unboxingnya jg,positive
@R170REMIX-sf8kf,rugi kata mu bangpenonton mu berapa bang,negative
@ilhampreset6317,gilaa baterai nya tebel an pnya gw gede nya juga sama hp xiaomi a,positive
@azizabdau,aku suka konten toxic seperti ini,negative
@hendsnandes561,spek mundur tahun yang lalukonten flashback,neutral
@yllolomania3206,bisa main ets nggak bang,negative
@wahanadjaluprasetya4114,yang dibahas kipas tapi tidak kebayang effort pengujiannya sih keren jagat riview,positive
@fahli,pertama bg,positive
@uchihasasuke2961,bang ini bisa pake antene parabola biasa gak kan sama satelit bang,neutral
@kenal1532,anjiir apaan ni,negative
@mualim7697,kukira akunnya kena hack,negative
@fatanbusinessofficial93,pasti berdua ini kembali lagi terus,positive
@SobaR198,kalau xiaomi indonesia mau masukin monitor chinanya market indonesia dengan profit kecil emang kalian mau beli dengan ke gacha garansi ini xiaomi indonesia punya banyak pr kalau mau maju kalau mau maju,negative
@fahmiplts,gtid channel paling canggih di tahun,positive
@pcergebeh_tech,kembalinya sang lord,neutral
@AshabulKahfi-mx3mv,starlink kunci pemerataan sinyal internet,neutral
@theking2572,palsu smua tu bang hhhhhh,positive
@Fhast31,video pasti isinya chuaks chuaks nih wkw,positive
@humberabdulah4733,buset total random youtuber indo wkwkkwk,negative
@aridwiprayogo,asek pertunjukan sirkus nih,neutral
@riskitriono,gtid yang pamit habis ini,negative
@dimpras7662,liat sinyal g kawe jadi inget awal g keluar sempet oprek hp ganti icon h jadi g di hp samsung dulu,neutral
@newbieberkarya6442,rakit komputer tanpa casing rakit komputer tanpa casing rakit komputer tanpa casing,neutral
@MrAidit,daripada beli casing mending ganti power supply yang agak bagusan karena power supply penting dan paling suka bermasalah,negative
@CHlNTA,humor gw cuma sampe gratis ongkir apa gratis ongkir,negative
@givenmahardhika3276,mas saya mau tanya saya baru beli vga second asus strix gtx mau di pasang di pc yang lama untuk motherboard nya sendiri harus di ganti juga yang merk asus atau bisa pakai yang lama ya mas thank you,neutral
@dwihartanto9079,cokmus kami tidak akan ngonten bareng di youtube gtid bacott lu bedua,negative
@muhridwan2839,terimakasih editor telah menyelamatkan channel ini v,positive
@caesarp9132,emg ajg wkwk,negative
@Xaviarei77,mantab parah cuk gw demen banget nonton konten lu drpd nonton ganjar hahahah,negative
@Penambah_Ilmu,bisa banget ini bah buat jualan wifi di pegunungan atau di pesesaan yang memang tidak terjangkau jaringan internet sama sekali,positive
@cartio19,saya cinta gtid kalo ada coki muslimnya chuaaakkzzz,positive
@ilhamkastanto5462,emm seru sekali,positive
@ferrysyax4477,humorku sebatas saranghaedajjal,negative
@fauziriski5780,rasa kangen ini ter obati,positive
@rahmataltafsiri8921,menit ke sih the best davit charger apple yang asal ada aja berbobot trus di buang tu charger,negative
@mohdwirahmadi,dear indihome xlhome dan lain cuma mo bilang tiati internet lupada jelek tiap minggu skali ping naik turun sering los wasalam,negative
@anandenyc8968,editornya pasti deadwood garis polisi,negative
@jejecreative2880,yg live di tiktok mending kt report rame,neutral
@gepeng2854,gw nungguin bang david ngebanting hp nya tapi sayang gak dilakuin,negative
@awlianurrahman5750,bang gw tantang rakit pc harga k bisa main gta v yang setuju like sekalian harga ongkir,neutral
@diyantaraafriga,yang ga tau itu alat apa langsung pencet video aja,negative
@banugigapro1131,bang edwin mantap,positive
@fajaralamsiliwangi3404,niat nnton coki muslim malah jadi kepikiran beli monitor skr,negative
@andryume8786,ini apaan anjay,negative
@akbaralvin11,ditunggu banget sih ini di review mantapp,positive
@thefirstroulacase,gak di coba buat main game bang,negative
@laptopcanggih8880,semoga suatu saat dapat hadiah dari logitech,neutral
@user-nr7mk3kb4c,rb belum termasuk ongkos kirimnya sama casing dan monitor,neutral
@zherfanofficial3208,sangat cocok untuk para pelaut yang biasa ny berbulan di laut sekarang jd bisa ngabarin keluarga dkampung,positive
@zrvx6337,ada yang work,neutral
@fahriadnan12,njay tidak nyangka ada nih video,positive
@Z3nryu,nah enak durasi panjang dan suaranya ga bindeng kayak videonkemaren,positive
@4zrey,ribu ringgit,positive
@ryankevu8868,monas bakal sepi kalo coki mati karna persaudaran monas bakal makin erat bila ada coki,neutral
@belajartilawah234,selamat mlm bang bang coba oppo reno di review pngen denger penjelasa nya dan harga nya trimkasih bang sukses selalu,positive
@nmktchannel,indihome sengaja ya bikin aku marah,negative
@thamaroz,bg diobrolin dong ama yang berkepentingan biar yang model gini diblokir dilarang kayak baju bekas yang skrg uda dilarang kasian uda ribuan org ketipu kan,negative
@okitr3718,enak juga nonton versi indonesia ditunggu video selanjutnya mas,positive
@danielwijoyo,oke otw beli pixue funiture msi cpu philips monitor logitech keyboard and mouse religitech tanpa kabel,neutral
@marwyth1509,gw mau beli bang tapi gua gak pande ngerakitnya,negative
@x1fantasy413,gtid channel nomor satu permonitoran,neutral
@fadlyarya559,aku masih bingung pas bagian colokin dari psu ke motherboard itu puyeng bgt,negative
@Ersatzschutzen,fun fact gw pernah simulasi rapat di dpr lebih enak kursi yang dipake coki ama muslim di dpr terakhir gw coba tahun itu keras nggk enak buat senderan pala,negative
@Dafid_Malvaro-8_7_09,coki,positive
@lohlohlohio,positiv thinking mungki ini muslimcoki di univers lain cuak,negative
@lanangcahya,terima kasih mas mas china udah menyuguhkan tontonan yang epic ini,positive
@yogaofans6740,konten termurah buat bang david juta dah bisa trending youtube,positive
@MHDcorp,wkwk,positive
@wildanregyandreas6139,kalo gw jadi bang david itu udh gw banting di akhir review hahaahhaa,negative
@mellylica8344,h aja viewer ny udh jt,neutral
@surahmadhidayatofficial6392,bang spek pc ini bisa buat ngegame efootball n ea fc sambil live streaming nya,neutral
@koboiinternet,bacoooooooooooooooott,positive
@mnr16official8,produk aisurix gak bagus,negative
@keinsystemistsicher8163,sedikit cerita dulu pernah jadi teknisi vsat kebetulan ada contohnya divideo ini dimenit bentuk piringan parabolanya ada yang kecil seperti divideo tersebut ada juga yang gede ratarata kalo contoh divideo ini ukurannya yang kecil sekitar meter kalo yang yang gede ukurannya ada yang meter sampe meter ukuran piringan mempengaruhi jumlah bandwidth yang ditampung yang paling gede meter bisa nampung bandwidth sekitar mbps dan itu dedicated koneksinya stabil dan kuat terhadap cuaca sedangkan yang kecil meter itu sharing bandwidth sekitar mbps bahkan bisa lebih dari itu namun rentan terhadap cuaca kalo misalkan hujan sinyalnya satelitnya hilang ditambah ada yang pake fup lagi kalo udah abis fup nya koneksinya makin lemotnya minta ampun dari semua itu bukan seberapa dibandingkan dengan instalasinya yang paling sulit adalah proses pointing proses pointing ini dimana antena vsat ini diarahkan ke satelitnya supaya bisa nerima sinyal satelitnya dan itu susahnya bisa sampe satu minggu baru bisa dapet tuh sinyal ngga sembarangan ngarahin dan harus presisi baru bisa dapet sinyal belum lagi pas masang tiang antenanya harus lurus pake waterpass lah ini starlink tanpa pointing cukup scan satelit yang ada di langit colokin ke power listrik dah bisa nyala belum lagi bandwithnya kecepatannya bisa ratusan mbps emang keren sih ini teknologi btw terima kasih ya bagi yang udah baca sampe abis sukses selalu buat kali semua,positive
@raditguntoro9946,bang kalo gt nya gak ada boleh gak pake gt,negative
@twentyfivetho,next bongkar hp nya bang mau liat isi daleman nya,neutral
@naufaltikopratama,review gt pro bg,neutral
@triansagunk,ternyata yang bisa menyatukan dua makhluk ini adalah seorang kokoh kokoh cina elektronikkkkkk,positive
@Aurel-tn7kz,mntap min sukses selalu,positive
@kucingkuningimut6857,udh aku laike sher saskribe,neutral
@jinju4697,paling suka youtuber yang bahas hp tipu secara jujur gini jd orang ga ketipu kasian soalnya makasih banyak semoga ga ada org yang tertipu lg dan kakaknya dpt pahala berlimpah amin,positive
@ARRDEEND,fyi sekarang lagi uji coba starlink direct to cell yang bisa connect langsung ke satelit starlink tanpa router sebanyak starlink yang di luncurkan pada tgl mei kemarin ada unit yang memiliki kapabilitas directtocell inovasi ini hanya untuk daerah terpencil yang tidak bisa di jangkau jaringan seluler dan kemarin baru saja uji coba video call lewat starlink directtocell,neutral
@rahadianachmad8628,brand aisurix itu produk nya refurbishan ya,neutral
@backtopurrrfectagain6681,memang di china sono udah ada industrinya sendiri bikinbikin ginian bisa mesen juga terus tempelin merk sendiri itu yang dilakukan oleh brand hape indonesia era tabloid pulsa dulu yang di jakartatangerang itu cuman kantornya doang,negative
@Akcompany25,bang review infinix gt pro,neutral
@ryuuzendesign7175,indijomok mati gua,negative
@andhikadwi6516,lumayan sedikit mengobati duo absurd bin kocak bintitan ini terima kasih yang udah nyantuin,positive
@deccostain2453,cokmus tidak ush di mli disini aja gpp,negative
@garbyilhamperdana6288,punya pc ribu bisa main gta dll lah gw beli hp ribu main ep ep aja masih lag,neutral
@thopna1lcn987,di masih bisa ga bang,neutral
@adekseptolaksono8779,akhirnya ada youtuber hp yang beli barang ini yang rame di tiktok,neutral
@tamasport6186,harusnya konten review kaya gini,negative
@Rizky-lm9xh,coba main gta fivem roleplay bang,neutral
@sudomohalim5489,sebenarnya yang salah itu yang jual apa yang beli ya,negative
@sangsetya7147,narasi bang david di konten kali ini lucu banget,positive
@nizaralashfa,saatnya bilang harga gak pernah bohong,positive
@icadp,perbanyak duet lord carok dan paman sakatonic pemuda tersesat ramadhan plis,neutral
@gustian4740,nah gini la bang bikin konten rakit pc dibawah jtan lagiii,neutral
@Promo_indomaret,banyak banget sekarang hp yang murah gini kasian sama yang gak ngerti,negative
